,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
1954,Mycobacterium~phage~Murphy,Caudovirales,Siphoviridae,Cjw1virus,740_0,Clustered,21,VC_740_0,21,0.8504,1.0,0.8504,1,1,1,1.0
1955,Mycobacterium~phage~Murucutumbu,Caudovirales,Siphoviridae,Tm4virus,712_2,Clustered,12,VC_712_2,12,0.4468,1.0,0.4468,1,1,1,0.9848
1956,Mycobacterium~phage~Nala,Caudovirales,Siphoviridae,Cjw1virus,740_0,Clustered,21,VC_740_0,21,0.8504,1.0,0.8504,1,1,1,1.0
1957,Mycobacterium~phage~Nappy,Caudovirales,Myoviridae,Bxz1virus,240_0,Clustered,19,VC_240_0,19,0.9147,1.0,0.9147,1,1,1,1.0
1958,Mycobacterium~phage~NelitzaMV,Caudovirales,Siphoviridae,Cjw1virus,740_0,Clustered,21,VC_740_0,21,0.8504,1.0,0.8504,1,1,1,1.0
1959,Mycobacterium~phage~Nerujay,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
1960,Mycobacterium~phage~Newman,Caudovirales,Siphoviridae,Pg1virus,93_1,Clustered,20,VC_93_1,20,0.5124,1.0,0.5124,1,1,1,1.0
1961,Mycobacterium~phage~Nhonho,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
1962,Mycobacterium~phage~Nigel,Caudovirales,Siphoviridae,Coopervirus,93_3,Clustered,15,VC_93_3,15,0.2799,1.0,0.2799,3,1,1,0.8
1963,Mycobacterium~phage~Nyxis,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
1964,Mycobacterium~phage~OSmaximus,Caudovirales,Siphoviridae,Pg1virus,93_1,Clustered,20,VC_93_1,20,0.5124,1.0,0.5124,1,1,1,1.0
1965,Mycobacterium~phage~Oaker,Caudovirales,Siphoviridae,Barnyardvirus,682_0,Clustered,6,VC_682_0,6,0.6669,1.0,0.6669,2,1,1,1.0
1966,Mycobacterium~phage~Obama12,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
1967,Mycobacterium~phage~OkiRoe,Caudovirales,Siphoviridae,Tm4virus,712_1,Clustered,5,VC_712_1,5,0.2231,0.99999995,0.2231,1,1,1,1.0
1968,Mycobacterium~phage~Oline,Caudovirales,Siphoviridae,Pg1virus,93_1,Clustered,20,VC_93_1,20,0.5124,1.0,0.5124,1,1,1,1.0
1969,Mycobacterium~phage~Omnicron,Caudovirales,Siphoviridae,Tm4virus,712_1,Clustered,5,VC_712_1,5,0.2231,0.99999995,0.2231,1,1,1,1.0
1970,Mycobacterium~phage~Orion,Caudovirales,Siphoviridae,Pg1virus,93_1,Clustered,20,VC_93_1,20,0.5124,1.0,0.5124,1,1,1,1.0
1971,Mycobacterium~phage~Ovechkin,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
1972,Mycobacterium~phage~PBI1,Caudovirales,Siphoviridae,Pbi1virus,683_0,Clustered,5,VC_683_0,5,0.6305,0.99999969,0.6305,3,1,1,1.0
1973,Mycobacterium~phage~PLot,Caudovirales,Siphoviridae,Plotvirus,683_0,Clustered,5,VC_683_0,5,0.6305,0.99999969,0.6305,3,1,1,1.0
1974,Mycobacterium~phage~Panchino,Caudovirales,Siphoviridae,Redivirus,710_0,Clustered,7,VC_710_0,7,0.2069,1.0,0.2069,3,1,1,1.0
1975,Mycobacterium~phage~Papez,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
1976,Mycobacterium~phage~Pari,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
1977,Mycobacterium~phage~Patience,Caudovirales,Siphoviridae,Patiencevirus,682_0,Clustered,6,VC_682_0,6,0.6669,1.0,0.6669,2,1,1,1.0
1978,Mycobacterium~phage~PattyP,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
1979,Mycobacterium~phage~PegLeg,Caudovirales,Siphoviridae,Bongovirus,702_0,Clustered,2,VC_702_0,2,0.0553,0.95533504,0.0528,2,1,1,1.0
1980,Mycobacterium~phage~Pepe,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
1981,Mycobacterium~phage~Phaedrus,Caudovirales,Siphoviridae,Pipefishvirus,93_0,Clustered,6,VC_93_0,6,0.1749,1.0,0.1749,1,1,1,1.0
1982,Mycobacterium~phage~Phantastic,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
1983,Mycobacterium~phage~PhatBacter,Caudovirales,Siphoviridae,Cjw1virus,740_0,Clustered,21,VC_740_0,21,0.8504,1.0,0.8504,1,1,1,1.0
1984,Mycobacterium~phage~Phatniss,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
1985,Mycobacterium~phage~Phaux,Caudovirales,Siphoviridae,Cjw1virus,740_0,Clustered,21,VC_740_0,21,0.8504,1.0,0.8504,1,1,1,1.0
1986,Mycobacterium~phage~Phelemich,Caudovirales,Siphoviridae,Acadianvirus,93_3,Clustered,15,VC_93_3,15,0.2799,1.0,0.2799,3,1,1,0.8
1987,Mycobacterium~phage~Phipps,Caudovirales,Siphoviridae,Pg1virus,93_1,Clustered,20,VC_93_1,20,0.5124,1.0,0.5124,1,1,1,1.0
1988,Mycobacterium~phage~Phlei,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
1989,Mycobacterium~phage~Phlyer,Caudovirales,Siphoviridae,Pipefishvirus,93_0,Clustered,6,VC_93_0,6,0.1749,1.0,0.1749,1,1,1,1.0
1990,Mycobacterium~phage~Phrann,Caudovirales,Siphoviridae,Redivirus,710_0,Clustered,7,VC_710_0,7,0.2069,1.0,0.2069,3,1,1,1.0
1991,Mycobacterium~phage~PhrostyMug,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
1992,Mycobacterium~phage~Phrux,Caudovirales,Siphoviridae,Cjw1virus,740_0,Clustered,21,VC_740_0,21,0.8504,1.0,0.8504,1,1,1,1.0
1993,Mycobacterium~phage~Pinto,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
1994,Mycobacterium~phage~Pioneer,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
1995,Mycobacterium~phage~Pipefish,Caudovirales,Siphoviridae,Pipefishvirus,93_0,Clustered,6,VC_93_0,6,0.1749,1.0,0.1749,1,1,1,1.0
1996,Mycobacterium~phage~Piro94,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
1997,Mycobacterium~phage~Pleione,Caudovirales,Myoviridae,Bxz1virus,240_0,Clustered,19,VC_240_0,19,0.9147,1.0,0.9147,1,1,1,1.0
1998,Mycobacterium~phage~PopTart,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
1999,Mycobacterium~phage~Pops,Caudovirales,Siphoviridae,Pg1virus,93_1,Clustered,20,VC_93_1,20,0.5124,1.0,0.5124,1,1,1,1.0
2000,Mycobacterium~phage~Predator,Caudovirales,Siphoviridae,Barnyardvirus,682_0,Clustered,6,VC_682_0,6,0.6669,1.0,0.6669,2,1,1,1.0
2001,Mycobacterium~phage~Quico,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2002,Mycobacterium~phage~Quink,Caudovirales,Siphoviridae,Cjw1virus,740_0,Clustered,21,VC_740_0,21,0.8504,1.0,0.8504,1,1,1,1.0
2003,Mycobacterium~phage~Qyrzula,Caudovirales,Siphoviridae,Rosebushvirus,93_2,Clustered,2,VC_93_2,2,0.029,0.95553003,0.0277,1,1,1,1.0
2004,Mycobacterium~phage~RedRock,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2005,Mycobacterium~phage~Redi,Caudovirales,Siphoviridae,Redivirus,710_0,Clustered,7,VC_710_0,7,0.2069,1.0,0.2069,3,1,1,1.0
2006,Mycobacterium~phage~RhynO,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2007,Mycobacterium~phage~RidgeCB,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2008,Mycobacterium~phage~Rizal,Caudovirales,Myoviridae,Bxz1virus,240_0,Clustered,19,VC_240_0,19,0.9147,1.0,0.9147,1,1,1,1.0
2009,Mycobacterium~phage~Rosebush,Caudovirales,Siphoviridae,Rosebushvirus,93_2,Clustered,2,VC_93_2,2,0.029,0.95553003,0.0277,1,1,1,1.0
2010,Mycobacterium~phage~Rufus,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2011,Mycobacterium~phage~SWU1,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2012,Mycobacterium~phage~Saal,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2013,Mycobacterium~phage~SarFire,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2014,Mycobacterium~phage~ScottMcG,Caudovirales,Myoviridae,Bxz1virus,240_0,Clustered,19,VC_240_0,19,0.9147,1.0,0.9147,1,1,1,1.0
2015,Mycobacterium~phage~Seabiscuit,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2016,Mycobacterium~phage~Seagreen,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2017,Mycobacterium~phage~Serenity,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2018,Mycobacterium~phage~Severus,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2019,Mycobacterium~phage~ShedlockHolmes,Caudovirales,Siphoviridae,Tm4virus,712_2,Clustered,12,VC_712_2,12,0.4468,1.0,0.4468,1,1,1,0.9848
2020,Mycobacterium~phage~Sheen,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2021,Mycobacterium~phage~ShiVal,Caudovirales,Siphoviridae,Pg1virus,93_1,Clustered,20,VC_93_1,20,0.5124,1.0,0.5124,1,1,1,1.0
2022,Mycobacterium~phage~SiSi,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2023,Mycobacterium~phage~SkiPole,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2024,Mycobacterium~phage~Smeadley,Caudovirales,Siphoviridae,L5virus,703_0,Clustered,9,VC_703_0,9,0.0803,1.0,0.0803,1,1,1,1.0
2025,Mycobacterium~phage~Sneeze,Caudovirales,Siphoviridae,Liefievirus,713_0,Clustered,9,VC_713_0,9,0.5113,1.0,0.5113,1,1,1,1.0
2026,Mycobacterium~phage~Snenia,Caudovirales,Siphoviridae,Unassigned,705_0,Clustered,9,VC_705_0,9,0.6441,1.0,0.6441,2,1,1,0.9722
2027,Mycobacterium~phage~Solon,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2028,Mycobacterium~phage~Soto,Caudovirales,Siphoviridae,Pg1virus,93_1,Clustered,20,VC_93_1,20,0.5124,1.0,0.5124,1,1,1,1.0
2029,Mycobacterium~phage~Sparkdehlily,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2030,Mycobacterium~phage~Spud,Caudovirales,Myoviridae,Bxz1virus,240_0,Clustered,19,VC_240_0,19,0.9147,1.0,0.9147,1,1,1,1.0
2031,Mycobacterium~phage~Stinger,Caudovirales,Siphoviridae,Coopervirus,93_3,Clustered,15,VC_93_3,15,0.2799,1.0,0.2799,3,1,1,0.8
2032,Mycobacterium~phage~Suffolk,Caudovirales,Siphoviridae,Pg1virus,93_1,Clustered,20,VC_93_1,20,0.5124,1.0,0.5124,1,1,1,1.0
2033,Mycobacterium~phage~SweetiePie,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2034,Mycobacterium~phage~Swirley,Caudovirales,Siphoviridae,L5virus,703_0,Clustered,9,VC_703_0,9,0.0803,1.0,0.0803,1,1,1,1.0
2035,Mycobacterium~phage~Swish,Caudovirales,Siphoviridae,Pg1virus,93_1,Clustered,20,VC_93_1,20,0.5124,1.0,0.5124,1,1,1,1.0
2036,Mycobacterium~phage~TM4,Caudovirales,Siphoviridae,Tm4virus,712_2,Clustered,12,VC_712_2,12,0.4468,1.0,0.4468,1,1,1,0.9848
2037,Mycobacterium~phage~Taj,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2038,Mycobacterium~phage~Tasp14,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2039,Mycobacterium~phage~Theia,Caudovirales,Siphoviridae,L5virus,703_0,Clustered,9,VC_703_0,9,0.0803,1.0,0.0803,1,1,1,1.0
2040,Mycobacterium~phage~TheloniousMonk,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2041,Mycobacterium~phage~Tiffany,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2042,Mycobacterium~phage~Tonenili,Caudovirales,Myoviridae,Bxz1virus,240_0,Clustered,19,VC_240_0,19,0.9147,1.0,0.9147,1,1,1,1.0
2043,Mycobacterium~phage~Toto,Caudovirales,Siphoviridae,Cjw1virus,740_0,Clustered,21,VC_740_0,21,0.8504,1.0,0.8504,1,1,1,1.0
2044,Mycobacterium~phage~Trike,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2045,Mycobacterium~phage~Trixie,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2046,Mycobacterium~phage~Troll4,Caudovirales,Siphoviridae,Pbi1virus,683_0,Clustered,5,VC_683_0,5,0.6305,0.99999969,0.6305,3,1,1,1.0
2047,Mycobacterium~phage~Trouble,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2048,Mycobacterium~phage~Turbido,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2049,Mycobacterium~phage~Turj99,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2050,Mycobacterium~phage~Tweety,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2051,Mycobacterium~phage~U2,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2052,Mycobacterium~phage~UncleHowie,Caudovirales,Siphoviridae,Pg1virus,93_1,Clustered,20,VC_93_1,20,0.5124,1.0,0.5124,1,1,1,1.0
2053,Mycobacterium~phage~UnionJack,Caudovirales,Siphoviridae,L5virus,703_0,Clustered,9,VC_703_0,9,0.0803,1.0,0.0803,1,1,1,1.0
2054,Mycobacterium~phage~Validus,Caudovirales,Siphoviridae,Tm4virus,712_2,Clustered,12,VC_712_2,12,0.4468,1.0,0.4468,1,1,1,0.9848
2055,Mycobacterium~phage~Velveteen,Caudovirales,Siphoviridae,Che8virus,717_1,Clustered,4,VC_717_1,4,0.0362,0.99812253,0.0362,1,1,1,0.6667
2056,Mycobacterium~phage~Vincenzo,Caudovirales,Siphoviridae,Coopervirus,93_3,Clustered,15,VC_93_3,15,0.2799,1.0,0.2799,3,1,1,0.8
2057,Mycobacterium~phage~Violet,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2058,Mycobacterium~phage~Vista,Caudovirales,Siphoviridae,Pg1virus,93_1,Clustered,20,VC_93_1,20,0.5124,1.0,0.5124,1,1,1,1.0
2059,Mycobacterium~phage~VohminGhazi,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2060,Mycobacterium~phage~Vortex,Caudovirales,Siphoviridae,Pg1virus,93_1,Clustered,20,VC_93_1,20,0.5124,1.0,0.5124,1,1,1,1.0
2061,Mycobacterium~phage~WIVsmall,Caudovirales,Siphoviridae,Che8virus,717_1,Clustered,4,VC_717_1,4,0.0362,0.99812253,0.0362,1,1,1,0.6667
2062,Mycobacterium~phage~Wanda,Caudovirales,Siphoviridae,Omegavirus,723_1,Clustered,2,VC_723_1,2,0.0378,0.95040716,0.0359,1,1,1,1.0
2063,Mycobacterium~phage~Wee,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2064,Mycobacterium~phage~Wheeler,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2065,Mycobacterium~phage~Whirlwind,Caudovirales,Siphoviridae,Unassigned,705_0,Clustered,9,VC_705_0,9,0.6441,1.0,0.6441,2,1,1,0.9722
2066,Mycobacterium~phage~Wildcat,Caudovirales,Siphoviridae,Wildcatvirus,702_0,Clustered,2,VC_702_0,2,0.0553,0.95533504,0.0528,2,1,1,1.0
2067,Mycobacterium~phage~Wile,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2068,Mycobacterium~phage~XFactor,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2069,Mycobacterium~phage~Zaka,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2070,Mycobacterium~phage~ZoeJ,Caudovirales,Siphoviridae,Tm4virus,712_2,Clustered,12,VC_712_2,12,0.4468,1.0,0.4468,1,1,1,0.9848
2071,Mycobacterium~phage~vB_MapS_FF47,Caudovirales,Siphoviridae,Ff47virus,715_0,Clustered,2,VC_715_0,2,0.1374,0.95680456,0.1314,1,1,1,1.0
2072,Mycobacterium~virus~244,Caudovirales,Siphoviridae,Cjw1virus,740_0,Clustered,21,VC_740_0,21,0.8504,1.0,0.8504,1,1,1,1.0
2073,Mycobacterium~virus~Acadian,Caudovirales,Siphoviridae,Acadianvirus,93_3,Clustered,15,VC_93_3,15,0.2799,1.0,0.2799,3,1,1,0.8
2074,Mycobacterium~virus~Alma,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2075,Mycobacterium~virus~Angelica,Caudovirales,Siphoviridae,Tm4virus,712_2,Clustered,12,VC_712_2,12,0.4468,1.0,0.4468,1,1,1,0.9848
2076,Mycobacterium~virus~Ardmore,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2077,Mycobacterium~virus~Avani,Caudovirales,Siphoviridae,Che8virus,716_0,Clustered,3,VC_716_0,3,0.0517,0.99852877,0.0517,1,1,1,1.0
2078,Mycobacterium~virus~Bethlehem,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2079,Mycobacterium~virus~Billknuckles,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2080,Mycobacterium~virus~Boomer,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2081,Mycobacterium~virus~Bron,Caudovirales,Siphoviridae,Bronvirus,705_0,Clustered,9,VC_705_0,9,0.6441,1.0,0.6441,2,1,1,0.9722
2082,Mycobacterium~virus~Bruns,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2083,Mycobacterium~virus~Bxb1,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2084,Mycobacterium~virus~Bxz2,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2085,Mycobacterium~virus~CJW1,Caudovirales,Siphoviridae,Cjw1virus,740_0,Clustered,21,VC_740_0,21,0.8504,1.0,0.8504,1,1,1,1.0
2086,Mycobacterium~virus~Che12,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2087,Mycobacterium~virus~Che8,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2088,Mycobacterium~virus~Che9d,Caudovirales,Siphoviridae,Che8virus,716_0,Clustered,3,VC_716_0,3,0.0517,0.99852877,0.0517,1,1,1,1.0
2089,Mycobacterium~virus~Corndog,Caudovirales,Siphoviridae,Corndogvirus,714_0,Clustered,4,VC_714_0,4,0.3898,0.99998661,0.3898,1,1,1,1.0
2090,Mycobacterium~virus~Courthouse,Caudovirales,Siphoviridae,Omegavirus,723_0,Clustered,3,VC_723_0,3,0.0796,0.99806031,0.0794,1,1,1,1.0
2091,Mycobacterium~virus~Crimd,Caudovirales,Siphoviridae,Tm4virus,712_2,Clustered,12,VC_712_2,12,0.4468,1.0,0.4468,1,1,1,0.9848
2092,Mycobacterium~virus~D29,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2093,Mycobacterium~virus~Deadp,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2094,Mycobacterium~virus~Doom,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2095,Mycobacterium~virus~Drago,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2096,Mycobacterium~virus~Euphoria,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2097,Mycobacterium~virus~Faith1,Caudovirales,Siphoviridae,Bronvirus,705_0,Clustered,9,VC_705_0,9,0.6441,1.0,0.6441,2,1,1,0.9722
2098,Mycobacterium~virus~Fionnbarth,Caudovirales,Siphoviridae,Tm4virus,712_0,Clustered,2,VC_712_0,2,0.0668,0.95663219,0.0639,1,1,1,1.0
2099,Mycobacterium~virus~Firecracker,Caudovirales,Siphoviridae,Corndogvirus,714_0,Clustered,4,VC_714_0,4,0.3898,0.99998661,0.3898,1,1,1,1.0
2100,Mycobacterium~virus~Fruitloop,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2101,Mycobacterium~virus~Gumbie,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2102,Mycobacterium~virus~Halo,Caudovirales,Siphoviridae,Liefievirus,713_0,Clustered,9,VC_713_0,9,0.5113,1.0,0.5113,1,1,1,1.0
2103,Mycobacterium~virus~Jasper,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2104,Mycobacterium~virus~KBG,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2105,Mycobacterium~virus~Kostya,Caudovirales,Siphoviridae,Cjw1virus,740_0,Clustered,21,VC_740_0,21,0.8504,1.0,0.8504,1,1,1,1.0
2106,Mycobacterium~virus~Kugel,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2107,Mycobacterium~virus~L5,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2108,Mycobacterium~virus~Larva,Caudovirales,Siphoviridae,Tm4virus,712_1,Clustered,5,VC_712_1,5,0.2231,0.99999995,0.2231,1,1,1,1.0
2109,Mycobacterium~virus~Liefie,Caudovirales,Siphoviridae,Liefievirus,713_0,Clustered,9,VC_713_0,9,0.5113,1.0,0.5113,1,1,1,1.0
2110,Mycobacterium~virus~Llij,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2111,Mycobacterium~virus~Lockley,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2112,Mycobacterium~virus~PMC,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2113,Mycobacterium~virus~Pacc40,Caudovirales,Siphoviridae,Che8virus,717_0,Clustered,39,VC_717_0,39,0.7035,1.0,0.7035,1,1,1,0.888
2114,Mycobacterium~virus~Peaches,Caudovirales,Siphoviridae,L5virus,703_1,Clustered,58,VC_703_1,58,0.4894,1.0,0.4894,1,1,1,0.7544
2115,Mycobacterium~virus~Perseus,Caudovirales,Siphoviridae,L5virus,722_0,Clustered,46,VC_722_0,46,0.4958,1.0,0.4958,1,1,1,1.0
2116,Mycobacterium~virus~Porky,Caudovirales,Siphoviridae,Cjw1virus,740_0,Clustered,21,VC_740_0,21,0.8504,1.0,0.8504,1,1,1,1.0
